asset_id,asset_type,location,latitude,longitude,project_code,phase,status,design_date,install_date,last_updated
AST8149,rail,Freeport Subdivision,41.978517,-88.2936819,INFRA002,Design,Planned,2024-01-15,,2024-01-15
AST8150,rail,UP Geneva Subdivision,41.8817155,-88.30405010000001,INFRA001,Design,Planned,2024-02-28,,2024-02-28
AST8151,rail,UP Geneva Subdivision,41.88165789999999,-88.30595794999999,INFRA001,Design,Planned,2024-02-05,,2024-02-05
AST8152,rail,Matteson Subdivision,41.49204318007722,-87.85316018786384,INFRA003,Operation,Active,2024-02-20,2024-04-04,2024-09-29
AST8153,rail,Matteson Subdivision,41.4917871,-87.86814395,INFRA002,Construction,Installed,2024-01-05,2024-03-14,2024-04-19
AST8154,rail,Chicago Subdivision,42.06133900420445,-88.35209749528872,INFRA001,Operation,Active,2024-02-13,2024-05-10,2024-08-02
AST8155,rail,Chicago Subdivision,42.061374361517025,-88.35211609205413,INFRA001,Decommissioned,Retired,2024-02-07,2024-04-24,2024-07-13
AST8156,rail,Chicago Subdivision,42.058411046305885,-88.35931752011345,INFRA003,Construction,Installed,2024-02-04,2024-04-02,2024-05-24
AST8157,rail,Chicago Subdivision,42.05837199513435,-88.3593100566647,INFRA002,Operation,Active,2024-02-10,2024-03-11,2024-08-11
AST8158,rail,Belvidere Subdivision,42.03919845,-88.2906831,INFRA002,Operation,Active,2024-02-19,2024-05-08,2024-10-17
AST8159,rail,Belvidere Subdivision,42.036394426924595,-88.28859178114992,INFRA003,Operation,Active,2024-01-04,2024-02-21,2024-07-04
AST8160,rail,Belvidere Subdivision,42.03676525,-88.2889488,INFRA003,Construction,Installed,2024-02-07,2024-03-09,2024-08-21
AST8161,rail,Belvidere Subdivision,42.03604665,-88.28821325,INFRA003,Operation,Active,2024-01-03,2024-02-25,2024-04-23
AST8162,rail,Belvidere Subdivision,42.05177152014722,-88.2980968924599,INFRA001,Design,Planned,2024-02-16,,2024-02-16
AST8163,rail,Belvidere Subdivision,42.037988939761135,-88.28985245185201,INFRA002,Operation,Active,2024-02-01,2024-03-29,2024-08-15
AST8164,rail,Leithton Subdivision,42.0449614,-88.2152849,INFRA003,Construction,Installed,2024-01-14,2024-03-22,2024-06-05
AST8165,rail,Lafayette District,40.10237714740806,-87.6422252344399,INFRA001,Operation,Active,2024-01-17,2024-03-30,2024-07-19
AST8166,rail,Lafayette District,40.1002827,-87.64522944999999,INFRA002,Operation,Active,2024-01-05,2024-04-03,2024-07-21
AST8167,rail,Unknown,41.797643417386226,-87.84855213103026,INFRA003,Decommissioned,Retired,2024-02-26,2024-04-06,2024-09-11
AST8168,rail,Unknown,41.77563469735568,-87.84560897913612,INFRA002,Operation,Active,2024-01-01,2024-03-12,2024-07-14
AST8169,rail,Unknown,41.797243336403255,-87.84897149625705,INFRA001,Operation,Active,2024-02-08,2024-04-03,2024-05-31
AST8170,rail,Unknown,41.77352596832696,-87.84718831408658,INFRA001,Operation,Active,2024-02-23,2024-05-11,2024-08-03
AST8171,rail,Unknown,41.77767628053195,-87.84424241580166,INFRA003,Operation,Active,2024-02-13,2024-04-06,2024-06-24
AST8172,rail,Unknown,41.780083075919606,-87.84290764605524,INFRA003,Design,Planned,2024-01-06,,2024-01-06
AST8173,rail,Unknown,41.797014463878014,-87.84921447129646,INFRA003,Construction,Installed,2024-02-13,2024-04-15,2024-06-21
AST8174,rail,Unknown,41.78060293640813,-87.84208041167668,INFRA002,Operation,Active,2024-02-12,2024-04-23,2024-08-17
AST8175,rail,Unknown,41.797149275723505,-87.84888837718859,INFRA001,Operation,Active,2024-02-19,2024-04-28,2024-08-29
AST8176,rail,Unknown,41.77996268082685,-87.84236919065002,INFRA003,Decommissioned,Retired,2024-02-11,2024-04-12,2024-09-14
AST8177,rail,Unknown,41.77853655141707,-87.84326437056747,INFRA003,Operation,Active,2024-01-13,2024-04-04,2024-06-05
AST8178,rail,Unknown,41.79892168269679,-87.84939108158683,INFRA001,Design,Planned,2024-02-10,,2024-02-10
AST8179,rail,Unknown,41.77424418797953,-87.84619971919945,INFRA001,Operation,Active,2024-01-24,2024-03-30,2024-08-15
AST8180,rail,Unknown,41.79706973596236,-87.8491357983018,INFRA003,Operation,Active,2024-01-02,2024-02-29,2024-07-10
AST8181,rail,Unknown,41.79730690318017,-87.8490583028497,INFRA001,Operation,Active,2024-02-23,2024-03-28,2024-05-01
AST8182,rail,BNSF Chillicothe Subdivision,41.77797505053713,-87.84424305276684,INFRA002,Design,Planned,2024-02-06,,2024-02-06
AST8183,rail,Unknown,41.79998597648077,-87.84891570970666,INFRA001,Construction,Installed,2024-02-24,2024-03-29,2024-07-19
AST8184,rail,Unknown,41.78016684398481,-87.84250894064685,INFRA002,Decommissioned,Retired,2024-02-21,2024-04-22,2024-09-05
AST8185,rail,Unknown,41.77385108746596,-87.84698420512086,INFRA003,Construction,Installed,2024-01-03,2024-02-10,2024-06-27
AST8186,rail,Unknown,41.77800545498773,-87.84362620685013,INFRA001,Construction,Installed,2024-02-02,2024-03-07,2024-04-25
AST8187,rail,Unknown,41.79515058942553,-87.8492467116473,INFRA003,Construction,Installed,2024-02-17,2024-04-19,2024-08-03
AST8188,rail,Unknown,41.79731824302826,-87.84878122105712,INFRA002,Construction,Installed,2024-02-12,2024-04-04,2024-07-24
AST8189,rail,Unknown,41.79709382990112,-87.8492175319547,INFRA002,Construction,Installed,2024-02-14,2024-04-22,2024-09-16
AST8190,rail,Unknown,41.79720519883354,-87.84890215318883,INFRA001,Operation,Active,2024-01-18,2024-04-04,2024-06-23
AST8191,rail,Indiana Harbor Belt Mainline,41.837419784889654,-87.86513429994922,INFRA002,Operation,Active,2024-02-23,2024-05-13,2024-08-07
AST8192,rail,Unknown,41.77669765045486,-87.82646386063675,INFRA003,Decommissioned,Retired,2024-01-12,2024-03-08,2024-08-08
AST8193,rail,Unknown,41.771702306281654,-87.82985274699944,INFRA001,Operation,Active,2024-02-27,2024-05-18,2024-10-21
AST8194,rail,Unknown,41.77442184034256,-87.82618511690124,INFRA003,Construction,Installed,2024-01-21,2024-03-14,2024-08-06
AST8195,rail,Unknown,41.77608587360539,-87.82619716446328,INFRA002,Construction,Installed,2024-02-25,2024-04-01,2024-05-20
AST8196,rail,Unknown,41.77547219152318,-87.82386567204394,INFRA003,Operation,Active,2024-03-01,2024-05-28,2024-09-06
AST8197,rail,Unknown,41.77294299933154,-87.82381429777648,INFRA001,Design,Planned,2024-01-25,,2024-01-25
AST8198,rail,Unknown,41.77448922835867,-87.82493249073217,INFRA001,Design,Planned,2024-01-12,,2024-01-12
AST8199,rail,Unknown,41.7770255537358,-87.82528889110698,INFRA001,Design,Planned,2024-02-04,,2024-02-04
AST8200,rail,Unknown,41.77421246520895,-87.82696962595557,INFRA003,Design,Planned,2024-02-03,,2024-02-03
AST8201,rail,Unknown,41.77579653645814,-87.82407553901992,INFRA002,Operation,Active,2024-01-25,2024-04-04,2024-09-28
AST8202,rail,Unknown,41.7764514434978,-87.8276795286863,INFRA002,Design,Planned,2024-01-23,,2024-01-23
AST8203,rail,Unknown,41.77426027274767,-87.82720513797594,INFRA001,Design,Planned,2024-01-20,,2024-01-20
AST8204,rail,Unknown,41.77534062042602,-87.82704957845607,INFRA002,Operation,Active,2024-01-26,2024-03-28,2024-08-11
AST8205,rail,Unknown,41.77511970355681,-87.82729582840152,INFRA003,Construction,Installed,2024-01-20,2024-03-03,2024-04-07
AST8206,rail,Unknown,41.77487933407825,-87.82854150809219,INFRA002,Construction,Installed,2024-01-18,2024-03-12,2024-04-25
AST8207,rail,Unknown,41.774549325929094,-87.82602476847684,INFRA001,Operation,Active,2024-02-28,2024-04-08,2024-09-05
AST8208,rail,Unknown,41.77307067004608,-87.82447009780178,INFRA002,Design,Planned,2024-01-10,,2024-01-10
AST8209,rail,Unknown,41.77619159752847,-87.82495524500916,INFRA001,Design,Planned,2024-02-21,,2024-02-21
AST8210,rail,Unknown,41.773109000000005,-87.83148019999999,INFRA003,Construction,Installed,2024-01-04,2024-03-01,2024-04-16
AST8211,rail,Unknown,41.77378600515014,-87.82867080248992,INFRA002,Operation,Active,2024-01-08,2024-02-11,2024-06-01
AST8212,rail,Unknown,41.774381201616464,-87.82644017740881,INFRA003,Construction,Installed,2024-01-27,2024-03-11,2024-06-26
AST8213,rail,Unknown,41.77466432987364,-87.82303135723328,INFRA001,Construction,Installed,2024-01-17,2024-03-16,2024-05-03
AST8214,rail,Unknown,41.77307847422244,-87.8258410567167,INFRA002,Design,Planned,2024-01-31,,2024-01-31
AST8215,rail,Unknown,41.774160455719986,-87.81934662985552,INFRA001,Decommissioned,Retired,2024-01-19,2024-02-26,2024-05-21
AST8216,rail,Unknown,41.77513766829054,-87.8170810402038,INFRA001,Operation,Active,2024-02-16,2024-04-14,2024-09-06
AST8217,rail,Unknown,41.77417931552597,-87.82771507917008,INFRA002,Design,Planned,2024-01-25,,2024-01-25
AST8218,rail,Unknown,41.77455385386552,-87.82912138121328,INFRA002,Operation,Active,2024-02-08,2024-03-15,2024-05-05
AST8219,rail,Unknown,41.77245040729477,-87.82379576739412,INFRA002,Operation,Active,2024-01-23,2024-04-17,2024-10-07
AST8220,rail,Unknown,41.77581108570523,-87.82374201704675,INFRA003,Design,Planned,2024-01-10,,2024-01-10
AST8221,rail,Unknown,41.77416031607714,-87.81978225295167,INFRA002,Design,Planned,2024-02-11,,2024-02-11
AST8222,rail,Unknown,41.774451414984725,-87.82657401441764,INFRA002,Construction,Installed,2024-01-12,2024-04-05,2024-08-05
AST8223,rail,Unknown,41.77408703144766,-87.8280601812658,INFRA003,Construction,Installed,2024-02-05,2024-03-11,2024-07-17
AST8224,rail,Unknown,41.77539400783331,-87.82682570505891,INFRA002,Construction,Installed,2024-01-31,2024-04-02,2024-06-07
AST8225,rail,Unknown,41.776756801781346,-87.82635209050646,INFRA002,Operation,Active,2024-01-21,2024-04-20,2024-09-23
AST8226,rail,Unknown,41.77737980197329,-87.82633872569119,INFRA001,Operation,Active,2024-01-16,2024-04-04,2024-05-19
AST8227,rail,Unknown,41.77405634073112,-87.82792307528668,INFRA003,Design,Planned,2024-01-29,,2024-01-29
AST8228,rail,Unknown,41.77570856609335,-87.82612720937028,INFRA002,Operation,Active,2024-02-17,2024-04-28,2024-08-12
AST8229,rail,Unknown,41.77399163309991,-87.82764614709902,INFRA001,Design,Planned,2024-01-18,,2024-01-18
AST8230,rail,Unknown,41.775093652989355,-87.81755992426521,INFRA002,Design,Planned,2024-01-18,,2024-01-18
AST8231,rail,Unknown,41.77402497370061,-87.8277815539139,INFRA002,Design,Planned,2024-01-03,,2024-01-03
AST8232,rail,Unknown,41.774719500761194,-87.82882238254373,INFRA001,Decommissioned,Retired,2024-01-24,2024-03-16,2024-08-30
AST8233,rail,Unknown,41.77602943596113,-87.82662633443543,INFRA003,Decommissioned,Retired,2024-02-06,2024-03-23,2024-05-27
AST8234,rail,Unknown,41.77434094898683,-87.8266950350568,INFRA003,Operation,Active,2024-02-24,2024-05-18,2024-08-11
AST8235,rail,Unknown,41.77312560538539,-87.82455154949376,INFRA001,Operation,Active,2024-01-17,2024-02-21,2024-05-16
AST8236,rail,Unknown,41.77471108389745,-87.82890354416557,INFRA003,Design,Planned,2024-01-01,,2024-01-01
AST8237,rail,Unknown,41.774667641970936,-87.82744281561764,INFRA002,Decommissioned,Retired,2024-02-03,2024-04-14,2024-06-25
AST8238,rail,Unknown,41.774708030816015,-87.82789371646689,INFRA003,Construction,Installed,2024-01-12,2024-03-09,2024-07-12
AST8239,rail,Unknown,41.77475080733576,-87.82936245915732,INFRA003,Operation,Active,2024-01-27,2024-03-24,2024-08-24
AST8240,rail,Unknown,41.775641933214224,-87.82694744341622,INFRA001,Operation,Active,2024-01-21,2024-03-25,2024-08-18
AST8241,rail,Unknown,41.774300094042125,-87.82695006977353,INFRA003,Operation,Active,2024-02-14,2024-05-05,2024-08-27
AST8242,rail,Unknown,41.77450983424157,-87.82554612275636,INFRA003,Operation,Active,2024-01-11,2024-03-18,2024-09-08
AST8243,rail,Unknown,41.77511092081053,-87.82571246688077,INFRA003,Operation,Active,2024-02-23,2024-04-28,2024-06-21
AST8244,rail,Unknown,41.774218708987256,-87.82745982571792,INFRA003,Decommissioned,Retired,2024-02-15,2024-03-24,2024-07-05
AST8245,rail,Unknown,41.77418439139481,-87.82519361159714,INFRA003,Decommissioned,Retired,2024-02-06,2024-03-29,2024-08-29
AST8246,rail,Unknown,41.77595770724825,-87.82770538405386,INFRA003,Design,Planned,2024-01-19,,2024-01-19
AST8247,rail,Unknown,41.774444058707054,-87.82698732030525,INFRA002,Construction,Installed,2024-01-27,2024-04-02,2024-05-30
AST8248,rail,Unknown,41.77332503540262,-87.82488043380187,INFRA003,Operation,Active,2024-02-24,2024-04-20,2024-08-11
AST8249,rail,Unknown,41.775901921029465,-87.82356454409475,INFRA001,Operation,Active,2024-01-03,2024-03-12,2024-06-28
AST8250,rail,BNSF Chillicothe Subdivision,41.75099939080325,-87.86707697289874,INFRA003,Operation,Active,2024-01-31,2024-03-12,2024-07-12
AST8251,rail,Unknown,41.792027960381134,-87.83257839063216,INFRA001,Operation,Active,2024-02-05,2024-03-19,2024-08-26
AST8252,rail,BNSF Chillicothe Subdivision,41.778097575895835,-87.84408036532375,INFRA001,Construction,Installed,2024-01-11,2024-04-09,2024-07-10
AST8253,rail,Unknown,41.767139744549475,-87.8555372580449,INFRA001,Operation,Active,2024-02-23,2024-05-04,2024-09-08
AST8254,rail,BNSF Chillicothe Subdivision,41.79917667100747,-87.82281331196032,INFRA002,Operation,Active,2024-01-06,2024-03-09,2024-07-18
AST8255,rail,Unknown,41.745814572677766,-87.87263771550529,INFRA003,Operation,Active,2024-02-10,2024-03-20,2024-06-08
AST8256,rail,Unknown,41.75803228256774,-87.86076217658689,INFRA001,Operation,Active,2024-02-23,2024-04-12,2024-08-23
AST8257,rail,Unknown,41.762569677498945,-87.86146890588398,INFRA002,Operation,Active,2024-01-22,2024-03-21,2024-07-12
AST8258,rail,Unknown,41.793767402818965,-87.83108670272651,INFRA001,Operation,Active,2024-02-02,2024-03-18,2024-07-25
AST8259,rail,Unknown,41.79379983452501,-87.8312469731891,INFRA002,Operation,Active,2024-01-01,2024-03-05,2024-08-30
AST8260,rail,Unknown,41.79373141295846,-87.83099553273799,INFRA001,Operation,Active,2024-02-02,2024-05-02,2024-06-02
AST8261,rail,Unknown,41.74301431997206,-87.87788427189926,INFRA002,Operation,Active,2024-01-22,2024-04-01,2024-06-14
AST8262,rail,Unknown,41.7368382,-87.88262130000001,INFRA002,Design,Planned,2024-01-05,,2024-01-05
AST8263,rail,Unknown,41.81603620524388,-87.7500921899004,INFRA003,Design,Planned,2024-01-16,,2024-01-16
AST8264,rail,Unknown,41.793748582106474,-87.83104009968358,INFRA003,Operation,Active,2024-01-03,2024-02-18,2024-08-05
AST8265,rail,Unknown,41.79511309498965,-87.82975204454391,INFRA001,Decommissioned,Retired,2024-02-10,2024-03-11,2024-05-28
AST8266,rail,Unknown,41.756659752769494,-87.86137849323158,INFRA003,Operation,Active,2024-02-14,2024-05-11,2024-09-10
AST8267,rail,BNSF Chillicothe Subdivision,41.822759404948435,-87.72860228815587,INFRA003,Construction,Installed,2024-02-14,2024-05-05,2024-07-21
AST8268,rail,BNSF Chillicothe Subdivision,41.789319480102336,-87.8345689235089,INFRA001,Operation,Active,2024-02-18,2024-03-27,2024-05-08
AST8269,rail,BNSF Chillicothe Subdivision,41.79920625124557,-87.82284764916838,INFRA001,Operation,Active,2024-02-08,2024-03-13,2024-08-15
AST8270,rail,Unknown,41.79380079578155,-87.83117590623363,INFRA003,Operation,Active,2024-01-13,2024-03-07,2024-06-30
AST8271,rail,BNSF Chillicothe Subdivision,41.80471765,-87.80968075,INFRA002,Operation,Active,2024-01-24,2024-04-04,2024-07-26
AST8272,rail,Unknown,41.79105095,-87.83319435,INFRA003,Operation,Active,2024-01-27,2024-04-20,2024-07-07
AST8273,rail,Unknown,41.7937856235691,-87.83113327333974,INFRA001,Operation,Active,2024-02-19,2024-03-22,2024-09-01
AST8274,rail,Unknown,41.795489901769386,-87.82965067278893,INFRA002,Operation,Active,2024-02-14,2024-05-08,2024-06-22
AST8275,rail,Unknown,41.757679721872506,-87.86634355831802,INFRA002,Operation,Active,2024-01-22,2024-03-25,2024-05-27
AST8276,rail,BNSF Chillicothe Subdivision,41.805991878230046,-87.80563590961098,INFRA003,Operation,Active,2024-01-10,2024-03-17,2024-04-21
AST8277,rail,BNSF Chillicothe Subdivision,41.80475595,-87.8097028,INFRA002,Operation,Active,2024-01-20,2024-03-10,2024-06-18
AST8278,rail,BNSF Chillicothe Subdivision,41.80594835094399,-87.8056234533381,INFRA003,Design,Planned,2024-01-21,,2024-01-21
AST8279,rail,UP Milwaukee Subdivision,42.22081805026359,-87.8484123965584,INFRA003,Construction,Installed,2024-02-20,2024-03-30,2024-05-13
AST8280,rail,UP Milwaukee Subdivision,42.2381027,-87.8596979,INFRA002,Design,Planned,2024-01-16,,2024-01-16
AST8281,rail,UP Milwaukee Subdivision,42.2380985,-87.85963595000001,INFRA001,Design,Planned,2024-01-17,,2024-01-17
AST8282,rail,UP Milwaukee Subdivision,42.220814638771934,-87.84846589544458,INFRA003,Operation,Active,2024-02-27,2024-04-17,2024-07-11
AST8283,rail,Unknown,41.86947350434241,-87.62181776888382,INFRA001,Operation,Active,2024-01-05,2024-03-19,2024-07-13
AST8284,rail,Unknown,41.879581650000006,-87.62311270000001,INFRA001,Construction,Installed,2024-01-29,2024-04-15,2024-08-14
AST8285,rail,Unknown,41.87703153950299,-87.62262326692257,INFRA002,Operation,Active,2024-01-21,2024-03-10,2024-04-20
AST8286,rail,Unknown,41.860409146616384,-87.6185459339461,INFRA001,Operation,Active,2024-01-10,2024-04-09,2024-07-19
AST8287,rail,Unknown,41.68956104323762,-87.61119650833001,INFRA002,Operation,Active,2024-01-18,2024-04-15,2024-07-08
AST8288,rail,Unknown,41.86275572828902,-87.61946310098034,INFRA003,Construction,Installed,2024-02-12,2024-03-27,2024-08-14
AST8289,rail,University Park Sub District,41.81407959370045,-87.59776864388623,INFRA003,Construction,Installed,2024-01-24,2024-04-12,2024-06-20
AST8290,rail,Unknown,41.87148879088303,-87.62262375242194,INFRA003,Operation,Active,2024-02-17,2024-04-10,2024-06-06
AST8291,rail,Unknown,41.86272604188662,-87.6192729558625,INFRA001,Operation,Active,2024-01-13,2024-03-24,2024-09-04
AST8292,rail,Unknown,41.862960540991686,-87.61945162717232,INFRA003,Operation,Active,2024-02-26,2024-04-25,2024-06-15
AST8293,rail,Unknown,41.86030288395745,-87.61886516754161,INFRA002,Construction,Installed,2024-02-02,2024-03-26,2024-08-19
AST8294,rail,Unknown,41.86078095,-87.6188183,INFRA001,Design,Planned,2024-03-01,,2024-03-01
AST8295,rail,Unknown,41.86180795,-87.61910950000001,INFRA001,Construction,Installed,2024-01-23,2024-03-18,2024-07-14
AST8296,rail,University Park Sub District,41.85185682769182,-87.61657432936404,INFRA002,Design,Planned,2024-01-02,,2024-01-02
AST8297,rail,Unknown,41.86181495,-87.61904870000001,INFRA003,Decommissioned,Retired,2024-02-13,2024-04-15,2024-07-19
AST8298,rail,Unknown,41.86289762847701,-87.61937455126971,INFRA003,Decommissioned,Retired,2024-01-28,2024-03-23,2024-08-04
AST8299,rail,Unknown,41.86970817548742,-87.62237210913122,INFRA001,Design,Planned,2024-01-07,,2024-01-07
AST8300,rail,Unknown,41.859819892640026,-87.61836703989985,INFRA002,Design,Planned,2024-01-25,,2024-01-25
AST8301,rail,Unknown,41.86072374086208,-87.61896867697232,INFRA001,Operation,Active,2024-01-03,2024-02-26,2024-05-20
AST8302,rail,Unknown,41.86306631816189,-87.6193736213731,INFRA003,Construction,Installed,2024-02-07,2024-05-05,2024-10-13
AST8303,rail,Unknown,41.864867240654846,-87.61994852336494,INFRA002,Design,Planned,2024-02-10,,2024-02-10
AST8304,rail,Unknown,41.86002789425393,-87.61843752116368,INFRA002,Construction,Installed,2024-01-04,2024-03-02,2024-07-13
AST8305,rail,Unknown,41.86000056726976,-87.61862383530546,INFRA003,Construction,Installed,2024-01-30,2024-03-30,2024-05-07
AST8306,rail,University Park Sub District,41.862536212012344,-87.61914002344996,INFRA001,Decommissioned,Retired,2024-02-23,2024-04-18,2024-08-01
AST8307,rail,Unknown,41.86079560783489,-87.61869113653988,INFRA002,Operation,Active,2024-02-11,2024-03-27,2024-07-16
AST8308,rail,Unknown,41.870266939559045,-87.62225352198179,INFRA001,Construction,Installed,2024-01-11,2024-02-14,2024-04-04
AST8309,rail,Unknown,41.859672822046015,-87.61860336131986,INFRA002,Design,Planned,2024-01-29,,2024-01-29
AST8310,rail,Unknown,41.873592124284386,-87.62271072388415,INFRA002,Design,Planned,2024-02-20,,2024-02-20
AST8311,rail,Unknown,41.86056648743287,-87.61876433603994,INFRA001,Operation,Active,2024-02-26,2024-05-08,2024-07-28
AST8312,rail,Unknown,41.8617984,-87.61917265,INFRA002,Construction,Installed,2024-01-16,2024-03-08,2024-04-21
AST8313,rail,University Park Sub District,41.85190109523599,-87.6163692729264,INFRA003,Decommissioned,Retired,2024-01-01,2024-02-02,2024-07-01
AST8314,rail,Unknown,41.86044558038163,-87.61858951064569,INFRA002,Operation,Active,2024-02-15,2024-04-08,2024-07-28
AST8315,rail,Unknown,41.86094876646279,-87.61874843184849,INFRA001,Operation,Active,2024-02-29,2024-05-28,2024-11-02
AST8316,rail,Unknown,41.86270630899881,-87.63790467431278,INFRA002,Operation,Active,2024-01-19,2024-02-24,2024-06-01
AST8317,rail,Unknown,41.8619078628072,-87.63796074341624,INFRA002,Operation,Active,2024-02-11,2024-04-16,2024-10-06
AST8318,rail,Unknown,41.862353983822615,-87.63768892154528,INFRA001,Construction,Installed,2024-01-02,2024-03-25,2024-04-24
AST8319,rail,Unknown,41.86260854097888,-87.63730172787632,INFRA002,Design,Planned,2024-01-07,,2024-01-07
AST8320,rail,Unknown,41.86248105162854,-87.63745112149438,INFRA002,Design,Planned,2024-01-15,,2024-01-15
AST8321,rail,Unknown,41.861959499230835,-87.63766902741493,INFRA001,Design,Planned,2024-02-08,,2024-02-08
AST8322,rail,Unknown,41.862064917011566,-87.63775004319756,INFRA003,Construction,Installed,2024-02-09,2024-03-28,2024-07-23
AST8323,rail,Unknown,41.86224876322773,-87.63790644003056,INFRA001,Operation,Active,2024-01-03,2024-02-20,2024-07-03
AST8324,rail,Unknown,41.862713417663265,-87.63748811903695,INFRA003,Operation,Active,2024-01-07,2024-03-16,2024-04-23
AST8325,rail,Unknown,41.862791281285354,-87.63736329467054,INFRA001,Operation,Active,2024-02-28,2024-04-25,2024-08-16
AST8326,rail,Unknown,41.862455141390434,-87.63736042101407,INFRA001,Decommissioned,Retired,2024-02-25,2024-04-20,2024-05-31
AST8327,rail,Unknown,41.86408484821745,-87.63740469030921,INFRA002,Design,Planned,2024-02-10,,2024-02-10
AST8328,rail,Unknown,41.8634477,-87.63868135,INFRA001,Construction,Installed,2024-02-08,2024-04-03,2024-09-15
AST8329,rail,Unknown,41.865079566042944,-87.63797624109206,INFRA002,Operation,Active,2024-01-30,2024-04-07,2024-07-06
AST8330,rail,Unknown,41.86606519155037,-87.63826267180987,INFRA001,Construction,Installed,2024-02-16,2024-04-29,2024-07-30
AST8331,rail,Unknown,41.86443540843708,-87.63814135782752,INFRA002,Operation,Active,2024-01-01,2024-02-13,2024-07-23
AST8332,rail,Unknown,41.86602739641694,-87.63827041088076,INFRA001,Decommissioned,Retired,2024-02-08,2024-03-30,2024-09-24
AST8333,rail,Unknown,41.863389919038674,-87.63822187825087,INFRA002,Design,Planned,2024-02-23,,2024-02-23
AST8334,rail,Unknown,41.86605046533624,-87.63810292007602,INFRA001,Construction,Installed,2024-01-18,2024-03-20,2024-05-11
AST8335,rail,Unknown,41.86487591516817,-87.63797312027728,INFRA003,Construction,Installed,2024-01-14,2024-02-23,2024-07-27
AST8336,rail,Unknown,41.86344828914365,-87.63845893510401,INFRA003,Operation,Active,2024-02-06,2024-04-08,2024-08-11
AST8337,rail,Unknown,41.865333772152376,-87.63738966728172,INFRA002,Decommissioned,Retired,2024-02-05,2024-05-01,2024-09-26
AST8338,rail,Unknown,41.863103351796525,-87.63820409753734,INFRA002,Operation,Active,2024-02-29,2024-05-07,2024-09-17
AST8339,rail,Unknown,41.86548941848077,-87.63750060210614,INFRA001,Design,Planned,2024-01-18,,2024-01-18
AST8340,rail,Unknown,41.8658443435484,-87.63756060112436,INFRA002,Operation,Active,2024-01-28,2024-03-02,2024-04-22
AST8341,rail,Unknown,41.86451731654471,-87.6380911226631,INFRA001,Operation,Active,2024-02-01,2024-03-19,2024-07-30
AST8342,rail,Unknown,41.865275144123224,-87.6378104510565,INFRA002,Design,Planned,2024-01-01,,2024-01-01
AST8343,rail,Unknown,41.865163064771366,-87.63790689504877,INFRA001,Operation,Active,2024-02-21,2024-03-25,2024-08-06
AST8344,rail,Unknown,41.86456303538709,-87.63789231854571,INFRA001,Operation,Active,2024-01-27,2024-03-10,2024-06-21
AST8345,rail,Unknown,41.8644663,-87.6387058,INFRA003,Operation,Active,2024-02-17,2024-04-25,2024-09-01
AST8346,rail,Unknown,41.86564863516388,-87.63743755374502,INFRA002,Operation,Active,2024-02-02,2024-04-29,2024-07-10
AST8347,rail,Unknown,41.86472541643835,-87.63778457051689,INFRA002,Construction,Installed,2024-01-23,2024-02-24,2024-07-16
AST8348,rail,Unknown,41.863340870007725,-87.63848756205006,INFRA001,Design,Planned,2024-01-19,,2024-01-19
AST8349,rail,Unknown,41.86475296964086,-87.63774326756626,INFRA002,Design,Planned,2024-01-20,,2024-01-20
AST8350,rail,Unknown,41.723899030380814,-87.55946859592426,INFRA002,Decommissioned,Retired,2024-02-24,2024-04-20,2024-07-27
AST8351,rail,Unknown,41.72386123720165,-87.55950422398593,INFRA001,Design,Planned,2024-01-11,,2024-01-11
AST8352,rail,Kenton Line Subdivision,41.72405847212976,-87.5611066341419,INFRA002,Construction,Installed,2024-01-01,2024-03-25,2024-08-31
AST8353,rail,Unknown,41.72382604651639,-87.55953982676834,INFRA002,Operation,Active,2024-01-27,2024-04-13,2024-09-08
AST8354,rail,Unknown,41.72368846166657,-87.55939808004331,INFRA003,Decommissioned,Retired,2024-02-12,2024-03-18,2024-08-05
AST8355,rail,Unknown,41.72396371790629,-87.56222631691422,INFRA002,Construction,Installed,2024-01-16,2024-03-02,2024-05-16
AST8356,rail,Unknown,41.72350405092947,-87.56617860252703,INFRA003,Decommissioned,Retired,2024-02-03,2024-04-21,2024-07-11
AST8357,rail,Unknown,41.72361863017869,-87.56720089472427,INFRA002,Construction,Installed,2024-02-14,2024-04-10,2024-07-17
AST8358,rail,Unknown,41.723934715466,-87.55943299911453,INFRA001,Design,Planned,2024-01-31,,2024-01-31
AST8359,rail,Unknown,41.72394649648225,-87.56190795921765,INFRA001,Construction,Installed,2024-02-29,2024-03-31,2024-05-01
AST8360,rail,Kenton Line Subdivision,41.7237569241815,-87.55275552456958,INFRA001,Operation,Active,2024-01-24,2024-02-26,2024-07-04
AST8361,rail,Unknown,41.724025804413536,-87.55931138106511,INFRA003,Operation,Active,2024-02-29,2024-04-11,2024-09-15
AST8362,rail,Unknown,41.72397886697891,-87.56254461535579,INFRA003,Design,Planned,2024-01-20,,2024-01-20
AST8363,rail,Unknown,41.72379221695113,-87.5595755244491,INFRA002,Design,Planned,2024-02-01,,2024-02-01
AST8364,rail,Unknown,41.7239703762505,-87.55939724553664,INFRA003,Operation,Active,2024-01-25,2024-03-14,2024-09-09
AST8365,rail,Unknown,41.72365046406077,-87.559431677123,INFRA002,Construction,Installed,2024-02-27,2024-03-31,2024-08-11
