asset_id,asset_type,location,latitude,longitude
AST1444,rail,Unknown,40.91972391328948,-90.37950305998845
AST1445,rail,Unknown,40.920417181048116,-90.37739076595115
AST1446,rail,Unknown,40.92456536260678,-90.3754601179212
AST1447,rail,Unknown,40.89996827823769,-90.39516024013781
AST1448,rail,Unknown,40.89948706078885,-90.3886346666197
AST1449,rail,Unknown,40.898069694130896,-90.3896675535593
AST1450,rail,Unknown,40.89869261653343,-90.39640480826354
AST1451,rail,Unknown,40.899303674894064,-90.39566806525067
AST1452,rail,Unknown,40.89674148128085,-90.39166237866922
AST1453,rail,Unknown,40.9321705737014,-90.38011287938211
AST1454,rail,Unknown,40.923728687413394,-90.32366234310538
AST1455,rail,Unknown,40.89811379266902,-90.40301948175727
AST1456,rail,Unknown,40.899062089034146,-90.40159070027144
AST1457,rail,Unknown,40.90018811982908,-90.39364538047221
AST1458,rail,BNSF Barstow Subdivision,40.96949663853544,-90.35436711993856
AST1459,rail,BNSF Brookfield Subdivision,39.947436546163026,-91.42456131132624
AST1460,rail,Unknown,40.898007743921646,-90.39752511686692
AST1461,rail,BNSF Aurora Subdivision,41.76369799415732,-88.54852904993783
AST1462,rail,BNSF Aurora Subdivision,41.75802180442672,-88.45040648164337
AST1463,rail,Unknown,41.738328189974155,-88.33884631509893
AST1464,rail,Unknown,41.88414916014883,-88.28070930469612
AST1465,rail,UP Geneva Subdivision,41.89842082540372,-88.5306970845569
AST1466,rail,Unknown,41.88274809462444,-88.35985446301898
AST1467,rail,Unknown,41.89167737540038,-88.47617144722055
AST1468,rail,Unknown,41.88268478938817,-88.28364734376099
AST1469,rail,Unknown,41.88390657474932,-88.28104644372385
AST1470,rail,Unknown,41.88380413729878,-88.28088612437497
AST1471,rail,Unknown,41.902155,-88.55854149999999
AST1472,rail,Unknown,41.902364899999995,-88.55994835
AST1473,rail,Unknown,41.883368468207365,-88.28120206566886
AST1474,rail,Unknown,41.89189622000702,-88.47661655514919
AST1475,rail,Unknown,41.73058084553849,-88.34850336397294
AST1476,rail,Unknown,41.736640155118515,-88.36438759458197
AST1477,rail,Unknown,41.76275980095295,-88.54622144989058
AST1478,rail,Unknown,41.733907435764735,-88.36649558507015
AST1479,rail,Unknown,41.73274238013192,-88.36762736858371
AST1480,rail,Unknown,41.77233619086625,-88.26278272193633
AST1481,rail,Unknown,41.7723243766749,-88.26305797100663
AST1482,rail,Unknown,41.77231926140599,-88.26332357821755
AST1483,rail,Unknown,41.77231392746801,-88.26360371351338
AST1484,rail,Unknown,41.77231166548359,-88.2638673133804
AST1485,rail,Unknown,41.77221063718381,-88.26500051621552
AST1486,rail,Unknown,41.7724186872595,-88.26412451355732
AST1487,rail,Unknown,41.77265922450208,-88.2656103811962
AST1488,rail,Unknown,41.76948675,-88.28007389999999
AST1489,rail,Unknown,41.792646016887545,-88.33192819827846
AST1490,rail,Unknown,41.765879984341645,-88.3025675280226
AST1491,rail,Unknown,41.76565151944594,-88.3029788769146
AST1492,rail,Unknown,41.765622101345116,-88.30261953066127
AST1493,rail,Unknown,41.7658990479255,-88.3016984478363
AST1494,rail,Unknown,41.73109420638369,-88.35001409122708
AST1495,rail,Unknown,41.7699516,-88.27666405
AST1496,rail,Unknown,41.77087072351633,-88.26844806965916
AST1497,rail,Unknown,41.770866086361195,-88.26816939463909
AST1498,rail,Unknown,41.734775288916715,-88.34171109014588
AST1499,rail,Unknown,41.73434884134581,-88.34217834562519
AST1500,rail,Unknown,41.737763354653524,-88.33959256309937
AST1501,rail,Unknown,41.77077661566367,-88.26483177464152
AST1502,rail,Unknown,41.770790234004124,-88.26439181037874
AST1503,rail,Unknown,41.77095362502038,-88.26495464926433
AST1504,rail,Unknown,41.771118021079346,-88.26357015037134
AST1505,rail,Unknown,41.77239004658411,-88.26204591946882
AST1506,rail,Unknown,41.8349171791514,-88.30550974166049
AST1507,rail,Unknown,41.76561656708815,-88.30318186619843
AST1508,rail,Unknown,41.862684698256075,-88.2897567725515
AST1509,rail,Unknown,41.86377072945044,-88.2895801216511
AST1510,rail,Unknown,41.734415922966434,-88.341910124344
AST1511,rail,Unknown,41.73435530861755,-88.34189759050454
AST1512,rail,Unknown,41.77226669026723,-88.2689527725704
AST1513,rail,BNSF Chicago Subdivision,41.76562618380492,-88.29644211843583
AST1514,rail,Unknown,41.76477073818509,-88.30522269785865
AST1515,rail,Unknown,41.765316152165745,-88.30241669997729
AST1516,rail,Unknown,41.765313735097244,-88.30459173078593
AST1517,rail,Unknown,41.76562334990904,-88.30413751167859
AST1518,rail,Unknown,41.76512887255113,-88.30442602101034
AST1519,rail,Unknown,41.765357734816604,-88.30446183128315
AST1520,rail,Unknown,41.772151304148146,-88.27033765901253
AST1521,rail,Unknown,41.77231703071035,-88.26892023158506
AST1522,rail,Unknown,41.77255804405682,-88.26430642074038
AST1523,rail,Unknown,41.857236919627006,-88.2894682425515
AST1524,rail,Unknown,41.7925755626959,-88.33498956314443
AST1525,rail,Unknown,41.77181623869057,-88.27156676261924
AST1526,rail,Unknown,41.771842326169725,-88.27201995414573
AST1527,rail,Unknown,41.749381400000004,-88.3263536
AST1528,rail,Unknown,41.732682353262064,-88.36464503339249
AST1529,rail,Unknown,41.73737233211075,-88.35535681322814
AST1530,rail,Unknown,41.85672228344947,-88.28331032474587
AST1531,rail,Unknown,41.765509951352946,-88.30449453735787
AST1532,rail,Unknown,41.7291513,-88.34544460000001
AST1533,rail,Unknown,41.77242789496442,-88.26469315245474
AST1534,rail,Unknown,41.77241306275284,-88.26445018397357
AST1535,rail,Unknown,41.76519718673805,-88.30416538214494
AST1536,rail,Unknown,41.775023790533815,-88.33013466867992
AST1537,rail,Unknown,41.737313021080496,-88.34982572972895
AST1538,rail,Unknown,41.737075909660554,-88.3699409896759
AST1539,rail,Unknown,41.736105897353184,-88.35840698970648
AST1540,rail,Unknown,41.75582717465611,-88.333862168825
AST1541,rail,Unknown,41.758047300478054,-88.44588157681213
AST1542,rail,Unknown,41.863462569070506,-88.28954447843518
AST1543,rail,Ottawa Branch,41.72233948042419,-88.34932093952864
AST1544,rail,Unknown,41.77145363373295,-88.26297606975001
AST1545,rail,Unknown,41.7714082993842,-88.26302439700014
AST1546,rail,Unknown,41.771009966536674,-88.26194801329994
AST1547,rail,Unknown,41.77131884048982,-88.26317930626928
AST1548,rail,Unknown,41.77122904779691,-88.26341202276329
AST1549,rail,Unknown,41.77121309549586,-88.26303944747022
AST1550,rail,Unknown,41.77120749196921,-88.26280702715198
AST1551,rail,Unknown,41.76544723364753,-88.30306496583452
AST1552,rail,Unknown,41.835011130542156,-88.30443258091357
AST1553,rail,Unknown,41.765484356768106,-88.30353945413115
AST1554,rail,Unknown,41.771745663689835,-88.26814520396285
AST1555,rail,Unknown,41.85692364753409,-88.28946047872418
AST1556,rail,Unknown,41.77253981311493,-88.26473900325098
AST1557,rail,Unknown,41.791769951385206,-88.33825258467714
AST1558,rail,Unknown,41.765261306725904,-88.30428587802251
AST1559,rail,Unknown,41.79807620632685,-88.31873045213568
AST1560,rail,Unknown,41.86180387594198,-88.27025400170751
AST1561,rail,Unknown,41.858045695997426,-88.26770171881097
AST1562,rail,Unknown,41.46962182479402,-88.25807104043318
AST1563,rail,Unknown,40.93400857833222,-90.38107134912165
AST1564,rail,Unknown,40.868445313001935,-90.20904016067995
AST1565,rail,Unknown,40.93520127556496,-90.38169426230179
AST1566,rail,Unknown,40.809615790281036,-90.39524420137565
AST1567,rail,Unknown,41.11116871078702,-90.16545130739163
AST1568,rail,Unknown,40.93733781387757,-90.37114979379014
AST1569,rail,BNSF Ottumwa Subdivision,40.92034774781512,-90.40673170213496
AST1570,rail,Unknown,40.90193016444702,-90.39273273461082
AST1571,rail,Unknown,40.90091956083763,-90.39647064757753
AST1572,rail,Unknown,40.936799891416356,-90.3881177177806
AST1573,rail,Scale LD,40.93847516705181,-90.36890705137105
AST1574,rail,Unknown,42.111073852175224,-88.37925786997575
AST1575,rail,Unknown,42.056228659668896,-88.31098075521237
AST1576,rail,UP Kenosha Subdivision,42.359435896182575,-87.8281942199552
AST1577,rail,UP Kenosha Subdivision,42.38781814346895,-87.82389433685228
AST1578,rail,CN Waukesha Subdivision,42.44725991850523,-88.08779207194448
AST1579,rail,Unknown,42.325512809198365,-87.83751142557387
AST1580,rail,Unknown,42.386019049920456,-87.89752947152591
AST1581,rail,Leithton Subdivision,42.281648983122956,-87.88969519454334
AST1582,rail,Waukesha Subdivision,42.17411436420549,-87.94415829952707
AST1583,rail,Leithton Subdivision,42.19507446134056,-88.0910364638582
AST1584,rail,Unknown,42.287049280753486,-87.94680261284827
AST1585,rail,Unknown,42.381202212562684,-87.81696758517694
AST1586,rail,Unknown,42.38141751961459,-87.81755593793413
AST1587,rail,Unknown,42.38109393483573,-87.81771706933569
AST1588,rail,Leithton Subdivision,42.25255159116074,-87.98722329017049
AST1589,rail,Unknown,42.38672870085136,-87.89973860525713
AST1590,rail,Unknown,42.179882179246704,-87.82190982942556
AST1591,rail,Unknown,42.3275947282634,-88.02763612451433
AST1592,rail,UP Kenosha Subdivision,42.265821621066515,-87.84383265203662
AST1593,rail,Unknown,40.940772339000645,-90.388300043431
AST1594,rail,BNSF Chillicothe Subdivision,40.9498931268325,-90.3702158297558
AST1595,rail,Unknown,40.943445981267864,-90.38941246794958
AST1596,rail,Unknown,40.943730342891016,-90.3879896470941
AST1597,rail,Unknown,42.153344113663664,-88.14312345014814
AST1598,rail,BNSF Chillicothe Subdivision,41.00026897499457,-89.1332009503319
AST1599,rail,Unknown,42.37064997569896,-87.82398859920472
AST1600,rail,C&M Subdivision,42.42168329532562,-87.928639701141
AST1601,rail,Unknown,42.29638913875874,-87.9003385086999
AST1602,rail,C&M Subdivision,42.2859589273331,-87.89852610335093
AST1603,rail,Unknown,42.3831968143839,-87.81862019893988
AST1604,rail,C&M Subdivision,42.3078179681321,-87.90154312191703
AST1605,rail,Unknown,42.276836612290715,-87.90117012204037
AST1606,rail,Leithton Subdivision,42.27428974528594,-87.90779689079338
AST1607,rail,Unknown,42.27663587319531,-87.90173950969901
AST1608,rail,Unknown,42.27665409923984,-87.90180356106244
AST1609,rail,Unknown,42.276737545506045,-87.90169652314825
AST1610,rail,Unknown,42.381285088599746,-87.89847263780395
AST1611,rail,UP Milwaukee Subdivision,42.253773446014705,-87.86192566561887
AST1612,rail,Unknown,42.332321775694226,-87.8352617032045
AST1613,rail,Unknown,42.3811422574774,-87.81838052508486
AST1614,rail,Unknown,42.380968975361874,-87.81747718439522
AST1615,rail,Unknown,42.2946601617256,-87.872299763318
AST1616,rail,Unknown,42.38429195888043,-87.89927893167307
AST1617,rail,New Rock Subdivision,41.35254001579783,-88.85827579468629
AST1618,rail,Unknown,41.24104630640857,-88.66653551653042
AST1619,rail,Unknown,42.3650919140083,-87.82691339131433
AST1620,rail,Unknown,42.362379200245854,-87.82743677503159
AST1621,rail,Unknown,42.369046632823995,-87.82455829462525
AST1622,rail,Unknown,41.322632150000004,-88.67730145
AST1623,rail,Unknown,42.24467999433103,-87.98741719163561
AST1624,rail,Unknown,41.20063422848862,-88.6550796766222
AST1625,rail,Leithton Subdivision,42.25473684365035,-87.93161472425217
AST1626,rail,Unknown,42.29462705277587,-87.87218830815347
AST1627,rail,Unknown,42.29430879099482,-87.87213845198357
AST1628,rail,Unknown,41.33709435082071,-88.77379722925711
AST1629,rail,UP Kenosha Subdivision,42.319288413493226,-87.84245864039293
AST1630,rail,C&M Subdivision,42.2664612,-87.8930593
AST1631,rail,Unknown,42.395470717152975,-88.18110351094059
AST1632,rail,Unknown,42.3569497,-87.82847985000001
AST1633,rail,Unknown,42.393962620335394,-88.18014275987653
AST1634,rail,Unknown,42.39404478192272,-88.18037755976675
AST1635,rail,Unknown,42.39414461144277,-88.18030589366172
AST1636,rail,Unknown,42.39482929663756,-88.18071652446383
AST1637,rail,Unknown,42.36209428711198,-87.82728118622836
AST1638,rail,Unknown,41.559251022891985,-89.10311928720093
AST1639,rail,Leithton Subdivision,42.27654421318746,-87.90227675082477
AST1640,rail,Unknown,42.275617049999994,-87.9046184
AST1641,rail,Unknown,42.38172993364883,-87.81924562467555
AST1642,rail,Unknown,42.381058240835564,-87.82337929759517
AST1643,rail,Unknown,42.380489407559324,-87.89634920220458
AST1644,rail,Unknown,42.38110961611214,-87.8174413401868
AST1645,rail,UP Harvard Subdivision,42.16627271305572,-88.15810643178682
AST1646,rail,C&M Subdivision,42.48820923637717,-87.92083779864251
AST1647,rail,Illinois Railway,41.352234079856416,-88.85605630528153
AST1648,rail,Unknown,42.28030083348502,-87.89305098958397
AST1649,rail,Leithton Subdivision,42.24551994358763,-87.98404854877136
AST1650,rail,Unknown,42.38042637220661,-87.81847163897977
AST1651,rail,Unknown,42.33157278933551,-87.83705577486327
AST1652,rail,Unknown,42.33037409696221,-87.83642171006251
AST1653,rail,Unknown,41.31423220196027,-88.59647166335166
AST1654,rail,Unknown,42.29421082025127,-87.87200143639723
AST1655,rail,Unknown,42.284165808909854,-87.90308349643297
AST1656,rail,Leithton Subdivision,42.28794706079107,-87.87257553018412
AST1657,rail,Unknown,42.355130394987114,-88.09494126045989
AST1658,rail,Unknown,42.36724505397376,-87.82673954837074
AST1659,rail,Unknown,42.381099553377126,-87.81837113014578
AST1660,rail,Unknown,42.38084481633554,-87.81828707304489
AST1661,rail,UP Milwaukee Subdivision,42.38154196580337,-87.89800949309674
AST1662,rail,Unknown,42.38017168829031,-87.81843463654825
AST1663,rail,Unknown,42.20347612693657,-88.07760818561708
AST1664,rail,UP Kenosha Subdivision,42.28077233316518,-87.84677149523725
AST1665,rail,Unknown,42.360410821177105,-87.82720350643318
AST1666,rail,UP Milwaukee Subdivision,42.28462731008931,-87.8690069052955
AST1667,rail,Unknown,42.15924652198102,-88.14427224069107
AST1668,rail,Unknown,42.367409392705135,-87.82681759484441
AST1669,rail,Unknown,42.398182240180006,-88.18238355469211
AST1670,rail,Leithton Subdivision,42.24480656110162,-87.98998875293022
AST1671,rail,Leithton Subdivision,42.278568443869496,-87.89728732347409
AST1672,rail,Unknown,42.32012447386942,-87.84901909602938
AST1673,rail,Unknown,42.320333606913294,-87.84778514849677
AST1674,rail,Unknown,42.394926746755495,-88.18065867345986
AST1675,rail,Unknown,41.33373239874309,-88.75394001087284
AST1676,rail,Unknown,41.33482366145864,-88.75207645602892
AST1677,rail,Unknown,42.39108142204848,-88.17460286809835
AST1678,rail,Unknown,42.379804162018154,-87.8966627955961
AST1679,rail,Unknown,42.380647249999996,-87.82483875
AST1680,rail,Unknown,42.302984806590885,-87.90094691166765
AST1681,rail,C&M Subdivision,42.43172121627036,-87.92832133562085
AST1682,rail,Unknown,42.395034072208965,-88.1807824078544
AST1683,rail,Ottawa Branch,41.3298950509767,-88.85688379275564
AST1684,rail,Unknown,42.36727433366197,-87.82657488948698
AST1685,rail,Unknown,41.32055774476372,-88.66728094485676
AST1686,rail,Unknown,42.36185171760915,-87.82733619090092
AST1687,rail,UP Kenosha Subdivision,42.2827216,-87.8468092
AST1688,rail,Unknown,41.355364223386665,-88.86431651330699
AST1689,rail,Unknown,42.32027495,-87.84795224999999
AST1690,rail,Unknown,42.38012299382696,-87.89708389070684
AST1691,rail,Unknown,42.35984307718863,-87.8278730825895
AST1692,rail,Unknown,42.35984793234905,-87.82791475583052
AST1693,rail,Unknown,42.359259437727985,-87.82773080808991
AST1694,rail,Leithton Subdivision,42.255223983587626,-87.92633707649425
AST1695,rail,Unknown,42.367941855039106,-87.82646881095653
AST1696,rail,Unknown,42.367284185251876,-87.82662299423299
AST1697,rail,Unknown,42.367215498684835,-87.82669288796151
AST1698,rail,Unknown,42.20273240859535,-88.08193593554832
AST1699,rail,Leithton Subdivision,42.310633499999994,-87.851556
AST1700,rail,Unknown,42.27335696462604,-87.89515023696525
AST1701,rail,Unknown,42.35986961619998,-87.82800815149439
AST1702,rail,UP Harvard Subdivision,42.166259015987464,-88.15816437827466
AST1703,rail,Unknown,42.359860170385474,-87.8279606668537
AST1704,rail,Unknown,42.381621851612515,-87.81952393677287
AST1705,rail,Unknown,42.27759062334842,-87.8997340617974
AST1706,rail,Unknown,42.381361999999996,-87.81815145
AST1707,rail,Unknown,42.38129133065135,-87.81756604010053
AST1708,rail,Unknown,42.381260931752756,-87.81839493188619
AST1709,rail,UP Lake Subdivision,42.25602966779284,-87.86187398509645
AST1710,rail,Unknown,42.281559856701435,-87.89279784807667
AST1711,rail,Unknown,42.27260855804272,-87.8947315827501
AST1712,rail,Unknown,42.35989747014351,-87.82804972130248
AST1713,rail,Unknown,41.32074413622677,-88.68032645948858
AST1714,rail,Unknown,41.32372583355958,-88.68921430076993
AST1715,rail,Unknown,41.285748357557374,-89.29429304230877
AST1716,rail,Troy Grove Subdivision,41.52138401431184,-89.00001285503586
AST1717,rail,Unknown,41.33576159101484,-88.74590163999068
AST1718,rail,New Rock Subdivision,41.33085283026387,-88.696666555502
AST1719,rail,Ottawa Branch,41.39757388388239,-88.78685570987666
AST1720,rail,Ottawa Branch,41.554502241344814,-88.61416321224698
AST1721,rail,Unknown,41.9119147620177,-88.27522346171148
AST1722,rail,Unknown,41.915206006700814,-88.27378572907125
AST1723,rail,Unknown,41.33679474570918,-88.87739607311356
AST1724,rail,Unknown,41.35118634453595,-88.81656086238294
AST1725,rail,Unknown,41.9141812951737,-88.27379102621005
AST1726,rail,Unknown,41.97881115279789,-88.30429888636273
AST1727,rail,Unknown,42.04868338978339,-88.52142317723636
AST1728,rail,Unknown,38.713779795486666,-87.70035353910303
AST1729,rail,Unknown,41.32984811094947,-89.08571152987395
AST1730,rail,Unknown,41.28881590486037,-89.05607861008448
AST1731,rail,Unknown,38.716921125688195,-87.67842798428299
AST1732,rail,Unknown,41.24388114675578,-88.66604264401327
AST1733,rail,Unknown,38.71342843905853,-87.59483438749645
AST1734,rail,Unknown,41.84731229058827,-89.01636494179932
AST1735,rail,UP Geneva Subdivision,41.9296066,-88.75912155
AST1736,rail,UP Peoria Subdivision,41.79462571929188,-89.60669221342414
AST1737,rail,Unknown,40.80401892017129,-88.68405051103544
AST1738,rail,Unknown,40.91942599406408,-88.595494685181
AST1739,rail,BNSF,41.09795810983395,-88.8219528669703
AST1740,rail,Unknown,40.75360683863116,-88.29617286495771
AST1741,rail,Unknown,40.75563743017287,-88.29537180003399
AST1742,rail,Fox Lake Subdivision,42.326191949999995,-88.0241064
AST1743,rail,Springfield Subdivision,40.1473297115306,-89.36439694333384
AST1744,rail,CN Peoria Subdivision,39.92243072148724,-89.05621952108493
AST1745,rail,Springfield Subdivision,40.003953885085615,-89.50023163178354
AST1746,rail,Springfield Subdivision,39.985013357261806,-89.51895071872913
AST1747,rail,Norfolk Southern Kankakee Branch,41.12692774472181,-88.82978528250717
AST1748,rail,Unknown,40.67081840300816,-88.40474665074593
AST1749,rail,Fox Lake Subdivision,42.41390253082079,-88.19761230948525
AST1750,rail,CN Waukesha Subdivision,42.28413978417437,-88.00424304800474
AST1751,rail,CN Peoria Subdivision,40.55206276214931,-89.65503293195847
AST1752,rail,Havana Spur,40.14566006634399,-89.3874921556354
AST1753,rail,Springfield Subdivision,39.993111700548084,-89.51095511203421
AST1754,rail,Leithton Subdivision,42.29639573467684,-87.85330309338354
AST1755,rail,Leithton Subdivision,42.26402134381152,-87.91801887172213
AST1756,rail,Leithton Subdivision,42.31760383518605,-87.85044043484423
AST1757,rail,Leithton Subdivision,42.28887229606767,-87.8698187353203
AST1758,rail,UP Kenosha Subdivision,42.27887965,-87.84671785
AST1759,rail,UP Lake Subdivision,42.28080116668085,-87.846859247588
AST1760,rail,UP Milwaukee Subdivision,42.188236641993385,-87.82729176200196
AST1761,rail,UP Kenosha Subdivision,42.21423246063678,-87.81874653668552
AST1762,rail,UP Kenosha Subdivision,42.38564274980033,-87.82427612515151
AST1763,rail,Fox Lake Subdivision,42.287933959454804,-87.94362450203195
AST1764,rail,C&M Subdivision,42.49150256244074,-87.91882354653566
AST1765,rail,Unknown,42.28616835994033,-87.89863691788717
AST1766,rail,Unknown,42.27318376081887,-87.89485075725555
AST1767,rail,Leithton Subdivision,42.29330946675143,-87.85682283825825
AST1768,rail,Unknown,42.452183968582354,-87.81013196085678
AST1769,rail,UP Kenosha Subdivision,42.19232275,-87.8033241
AST1770,rail,UP Milwaukee Subdivision,42.35054288618106,-87.88935032525302
AST1771,rail,UP Harvard Subdivision,42.189506290484346,-88.20323978253502
AST1772,rail,UP Kenosha Subdivision,42.26817435918264,-87.84441838108707
AST1773,rail,Unknown,40.55927870045559,-90.75345449773246
AST1774,rail,Unknown,40.55939737928362,-90.75373735834414
AST1775,rail,Unknown,40.559708457587014,-90.78175342621513
AST1776,rail,Unknown,40.55144948309105,-90.5196112124495
AST1777,rail,Unknown,40.547916782597994,-90.51008610305952
AST1778,rail,Unknown,40.556879289615964,-90.67790209500853
AST1779,rail,BNSF Brookfield Subdivision,40.56504946196556,-90.49964352437553
AST1780,rail,Unknown,40.54941210835331,-90.51359684050504
AST1781,rail,Unknown,40.49746870991095,-90.5604711494679
AST1782,rail,Unknown,40.45411368806227,-90.69874082788446
AST1783,rail,BNSF Brookfield Subdivision,40.5482717,-90.51219735000001
AST1784,rail,Unknown,40.54884942622382,-90.51089789790666
AST1785,rail,Unknown,42.27658182364497,-88.29637779895924
AST1786,rail,Elgin & Belvidere Railway,42.21082764510781,-88.49481804024144
AST1787,rail,Unknown,42.232409791149074,-88.53791014562213
AST1788,rail,Chemung Industrial Lead,42.421699543077665,-88.62142451070949
AST1789,rail,Fox Lake Subdivision,42.478167801519824,-88.36956425532574
AST1790,rail,Fox Lake Subdivision,42.4551722,-88.30369835
AST1791,rail,UP Harvard Subdivision,42.34068607126174,-88.47952997903273
AST1792,rail,UP Harvard Subdivision,42.20770317283432,-88.23864646247208
AST1793,rail,Unknown,42.23740139473062,-88.30974566873691
AST1794,rail,Crystal Lake Industrial Lead,42.23700560154295,-88.31539847514604
AST1795,rail,UP McHenry Subdivision,42.243281739207625,-88.31212949897282
AST1796,rail,Springfield Subdivision,39.277336419745,-89.89072754302686
AST1797,rail,Unknown,39.21273002790598,-89.86389859806307
AST1798,rail,Springfield Subdivision,39.2581260703346,-89.90411304031942
AST1799,rail,Unknown,38.884568432697826,-90.13362149933522
AST1800,rail,Unknown,38.67578176997884,-90.17384957138276
AST1801,rail,Alton Industrial Lead,38.88720903562317,-90.17198088396263
AST1802,rail,Springfield Subdivision,38.83859037539456,-90.0952519954109
AST1803,rail,Unknown,38.88398579785678,-90.13229121985579
AST1804,rail,Unknown,39.2072867064996,-89.86201868253092
AST1805,rail,Monterey Branch,39.140984180112675,-89.79721216075694
AST1806,rail,Unknown,38.88425522491373,-90.14012603835627
AST1807,rail,Unknown,38.8844740540015,-90.14167952771916
AST1808,rail,Unknown,38.88568037458997,-90.14053604390473
AST1809,rail,Unknown,38.885498435087285,-90.13925872359354
AST1810,rail,Unknown,38.88377674456433,-90.13102003608837
AST1811,rail,Unknown,38.88574882434066,-90.14333280883659
AST1812,rail,Unknown,38.88541932855577,-90.1440127956347
AST1813,rail,Unknown,38.88486417359659,-90.1440514841944
AST1814,rail,Unknown,38.88500002010677,-90.14473504301269
AST1815,rail,Unknown,38.88509255884108,-90.14476433232265
AST1816,rail,Unknown,38.884989886532395,-90.14491945584419
AST1817,rail,Unknown,38.88664585742611,-90.14670826640335
AST1818,rail,Unknown,38.88606126725352,-90.14331435868925
AST1819,rail,Unknown,38.88484426065445,-90.13731460267151
AST1820,rail,Unknown,38.88471563804473,-90.13504720663424
AST1821,rail,Unknown,38.88508385064796,-90.14432203086965
AST1822,rail,Unknown,38.88485499623178,-90.14783940782638
AST1823,rail,Unknown,38.882176963902396,-90.14558036329046
AST1824,rail,Unknown,38.88498307873658,-90.14706826380547
AST1825,rail,Unknown,39.30564713209319,-89.87340811191619
AST1826,rail,Unknown,38.8846259,-90.13369145
AST1827,rail,Unknown,38.88242284655225,-90.1361121261118
AST1828,rail,Unknown,38.88264461949015,-90.13691814585303
AST1829,rail,Unknown,38.885755248458274,-90.14342206354681
AST1830,rail,Unknown,38.66552250224611,-90.17395944503647
AST1831,rail,Unknown,38.88866614841201,-90.1780476816031
AST1832,rail,Merchants Subdivision,38.685854303539465,-90.15944149036449
AST1833,rail,Unknown,38.8836086545233,-90.14306757490961
AST1834,rail,Unknown,38.88308759274312,-90.13749591316196
AST1835,rail,Unknown,38.883426073060214,-90.13896471810746
AST1836,rail,Unknown,38.88328000995362,-90.149504779912
AST1837,rail,Unknown,38.8901976352199,-90.18826281851851
AST1838,rail,Unknown,38.88586384314305,-90.14336186575783
AST1839,rail,Unknown,38.96144819548023,-90.185547602474
AST1840,rail,Unknown,38.8855447494207,-90.14051068054768
AST1841,rail,Unknown,38.88399753468558,-90.1367899455803
AST1842,rail,Unknown,38.88368917905435,-90.13832780274657
AST1843,rail,Unknown,38.889742503073585,-90.18685760233664
AST1844,rail,Unknown,38.88445288016277,-90.14550716755869
AST1845,rail,Unknown,38.88372364866967,-90.14318745871594
AST1846,rail,Unknown,38.884254,-90.1441135
AST1847,rail,Alton & Southern,38.6339157485967,-90.08561352736352
AST1848,rail,Unknown,38.88317879840336,-90.1328227708899
AST1849,rail,Unknown,38.885094907726995,-90.14459547806736
AST1850,rail,Unknown,38.739059387756605,-89.69717735894068
AST1851,rail,Springfield Subdivision,38.65142524590862,-90.16842705109241
AST1852,rail,Unknown,38.8974570737886,-90.20006659269367
AST1853,rail,Unknown,38.88313897241473,-90.13697391662896
AST1854,rail,Unknown,38.88468810635224,-90.14516786936112
AST1855,rail,Unknown,38.88387457094034,-90.1491937692982
AST1856,rail,Unknown,38.88436019720287,-90.14869969690173
AST1857,rail,Alton District (T&E Line),38.897495147869336,-90.20039055047177
AST1858,rail,Unknown,38.88611573668824,-90.14324270596391
AST1859,rail,Unknown,38.8831994630692,-90.13401913651272
AST1860,rail,Unknown,38.88408820153024,-90.1375334280095
AST1861,rail,Unknown,38.883819132297646,-90.13877423482262
AST1862,rail,Unknown,38.8836032076777,-90.13103730044769
AST1863,rail,Unknown,38.883669811654926,-90.13018746568625
AST1864,rail,UP Federal Siding,38.886770862510375,-90.14647593158176
AST1865,rail,Unknown,38.88522385,-90.13721695000001
AST1866,rail,Unknown,38.88654213047743,-90.1456440517486
AST1867,rail,Unknown,38.885881213627904,-90.14174095828113
AST1868,rail,Unknown,38.88440246198558,-90.14353101282438
AST1869,rail,Unknown,38.961351896270855,-90.18569127847753
AST1870,rail,NS Karnes Siding,39.03176565462112,-89.75957187816464
AST1871,rail,NS Karnes Siding,39.04853437018495,-89.74246088753881
AST1872,rail,Unknown,39.19620788394911,-89.830754472286
AST1873,rail,Unknown,39.10240060093794,-89.80385427123397
AST1874,rail,Unknown,39.02032534663778,-89.7804754300803
AST1875,rail,Unknown,39.103888156128356,-89.80251213884972
AST1876,rail,Unknown,39.49962981991187,-89.78381116464772
AST1877,rail,Unknown,38.87166718526344,-90.10589721467396
AST1878,rail,Unknown,38.87026691075493,-90.1061813580172
AST1879,rail,Unknown,38.87020475697959,-90.10640866366714
AST1880,rail,Unknown,38.86347589077254,-90.10504881775154
AST1881,rail,Unknown,38.86962073975466,-90.10593665163879
AST1882,rail,Unknown,38.83492761411801,-90.05918172119624
AST1883,rail,Unknown,38.83479613535465,-90.05942670838108
AST1884,rail,Unknown,38.8349043152702,-90.05912778886679
AST1885,rail,Unknown,38.83531574021441,-90.05870828066054
AST1886,rail,Unknown,38.83550831730578,-90.05853532721531
AST1887,rail,Unknown,38.86923346388855,-90.10637734797237
AST1888,rail,Unknown,38.866472041030285,-90.10622156675038
AST1889,rail,Unknown,38.869981167479445,-90.1062714020116
AST1890,rail,Unknown,38.83488610550292,-90.06638113275321
